Invoice #,Invoice date,Payer,Referral #,Materials,Labor,Subtotal,Sales Tax,Gross Sales
452-3148140,2023-08-25,PROGRESSIVE,617183,224.19,334.79,558.98,17.49,576.47
452-3148109,2023-08-25,GEICO,152183,556.27,459.56,1015.83,43.4,1059.23
452-3147858,2023-08-25,PURE,616375,714.87,948,1662.87,55.76,1718.63
452-3147846,2023-08-25,Cash Job,,149.16,69.21,218.37,11.63,230
452-3147703,2023-08-25,Cash Job,,216.79,76.3,293.09,16.91,310
452-3147643,2023-08-25,BRISTOL WEST,619973110,626.01,108.5,734.51,48.83,783.34
452-3147577,2023-08-25,PROGRESSIVE,614942,575.84,507.04,1082.88,44.92,1127.8
452-3147417,2023-08-25,STATE FARM,619965797,294.16,151.8,445.96,22.94,468.9
452-3147390,2023-08-25,STATE FARM,619952547,504.29,161,665.29,39.33,704.62
452-3147361,2023-08-25,PROGRESSIVE,607486,504.46,379,883.46,39.35,922.81
452-3147349,2023-08-25,MIDVALE,594637,258.59,122.1,380.69,20.17,400.86
452-3147309,2023-08-25,MIDVALE,594545,455.72,148,603.72,35.55,639.27
452-3147270,2023-08-25,Cash Job,,208.15,75.61,283.76,16.24,300
452-3147244,2023-08-25,ALLSTATE,588927,523.53,192.5,716.03,40.85,756.88
452-3147226,2023-08-25,Esurance,575455,516.14,133,649.14,40.26,689.4
452-3147118,2023-08-25,LIBERTY MUTUAL,983591,263.82,80.5,344.32,20.57,364.89
452-3147060,2023-08-25,Cash Job,,190.89,54.22,245.11,14.89,260
452-3147001,2023-08-25,Cash Job,,147.95,95.51,243.46,11.54,255
452-3146947,2023-08-25,PROGRESSIVE,611262,937.25,714.42,1651.67,73.1,1724.77
452-3146865,2023-08-25,PROGRESSIVE,591270,727.01,229.4,956.41,56.71,1013.12
452-3146854,2023-08-25,MeTLife,587261,544.17,943.55,1487.72,42.44,1530.16
452-3146832,2023-08-25,PROGRESSIVE,589235,893.29,92.6,985.89,69.66,1055.55
452-3146826,2023-08-25,AMERICAN FAMILY,579030,290.91,144.3,435.21,22.69,457.9
452-3146794,2023-08-25,Cash Job,,177.12,88.06,265.18,13.82,279
452-3146767,2023-08-25,STATE FARM,619780819,445.71,477.2,922.91,34.76,957.67
452-3146730,2023-08-25,AMERICAN FAMILY,512221,857.61,129.5,987.11,66.9,1054.01
452-3146132,2023-08-25,Dairy land/Sentry,CLAIM# 96A204343,1293.67,1216.5,2510.17,100.91,2611.08
452-3146090,2023-08-25,PROGRESSIVE,479584,462.61,182.83,645.44,36.09,681.53
452-3145188,2023-08-25,AMERICAN FAMILY,097840,299.14,129.5,428.64,23.34,451.98
452-3145164,2023-08-25,CONNECT BY AM FAM,536300,645.56,486.9,1132.46,50.35,1182.81
452-3145134,2023-08-25,NATIONAL GENERAL INSURANCE,947589,220.01,77,297.01,17.16,314.17
452-3145090,2023-08-25,AAA,375546,536.73,922.5,1459.23,41.87,1501.1
452-3144302,2023-08-25,CONNECT BY AM FAM,442290,594.18,564.6,1158.78,46.34,1205.12
452-3144196,2023-08-25,Cash Job,,217.94,75.06,293,17,310
452-3143996,2023-08-25,GEICO,385660,585.98,436,1021.98,45.71,1067.69
452-3143868,2023-08-25,PROGRESSIVE,535306,570.72,440,1010.72,44.52,1055.24
452-3143827,2023-08-25,ALLSTATE,521603,286.5,618.5,905,22.34,927.34
452-3143802,2023-08-25,PROGRESSIVE,505479,879.51,574.63,1454.14,68.6,1522.74
452-3143794,2023-08-25,LIBERTY MUTUAL,452372,293.19,133.01,426.2,22.86,449.06
452-3143603,2023-08-25,STATE FARM,619860618,295.43,138,433.43,23.03,456.46
452-3143542,2023-08-25,USAA,537856,229.18,104,333.18,17.88,351.06
452-3143434,2023-08-25,AMERICAN FAMILY,534707,469.6,464.7,934.3,36.63,970.93
452-3143411,2023-08-25,PROGRESSIVE,534570,555.76,0,555.76,43.34,599.1
452-3143362,2023-08-25,ALLSTATE,528450,287.26,129.5,416.76,22.41,439.17
452-3143270,2023-08-25,GEICO,555972,524.65,184.06,708.71,40.93,749.64
452-3143268,2023-08-25,FARMERS,463140,385.77,108.74,494.51,30.1,524.61
452-3143242,2023-08-25,Cash Job,,135.52,83.91,219.43,10.57,230
452-3142001,2023-08-25,STATE FARM,619761032,350.68,518.6,869.28,27.35,896.63
452-3141989,2023-08-25,STATE FARM,619749237,433.19,115,548.19,33.78,581.97
452-3141984,2023-08-25,USAA,482674,447.17,115.91,563.08,34.88,597.96
452-3141276,2023-08-25,Cash Job,,191.66,73.39,265.05,14.95,280
452-3140436,2023-08-25,Cash Job,,182.75,80,262.75,14.25,277
452-3140419,2023-08-25,SAFECO,509453,310.77,0,310.77,24.24,335.01
452-3140414,2023-08-25,GEICO,521983,590.98,440,1030.98,46.1,1077.08
452-3140408,2023-08-25,STATE FARM,619721359,322.24,179.4,501.64,25.13,526.77
452-3140249,2023-08-25,STATEFARM,619664746,475.99,472.6,948.59,37.13,985.72
452-3136704,2023-08-25,STATE FARM,619687487,1377.36,532.6,1909.96,107.43,2017.39
452-3130278,2023-08-25,STATE FARM,619450436,430.69,133.4,564.09,33.59,597.68
452-3130018,2023-08-25,Hartford,420516,749.36,136.5,885.86,58.45,944.31
452-3129848,2023-08-25,Cash Job,,0,80,80,0,80
452-3126629,2023-08-25,PROGRESSIVE,221366,928.2,171.42,1099.62,72.4,1172.02
452-3126526,2023-08-25,PROGRESSIVE,128209,1217.98,83.08,1301.06,95,1396.06
452-3125502,2023-08-25,AMERICAN FAMILY,748362,275.09,159.1,434.19,21.46,455.65
452-3125437,2023-08-25,PROGRESSIVE,225715,557.76,141.23,698.99,43.5,742.49
452-3117723,2023-08-25,Cash Job,,966.53,403.84,1370.37,75.39,1445.76
452-3116395,2023-08-25,GAINS CO,AZ750713 ,320.08,178.5,498.58,24.97,523.55
452-3113210,2023-08-25,PROGRESSIVE,267102,947.9,515,1462.9,73.93,1536.83
452-3112608,2023-08-25,PROGRESSIVE,748864,588.25,383.12,971.37,45.88,1017.25
452-3111706,2023-08-25,Electric,742133902,302.6,384,686.6,23.6,710.2
452-3111189,2023-08-25,PROGRESSIVE,231674,790.1,122.14,912.24,61.64,973.88
452-2996606,2023-08-25,ALLSTATE,986356,993.03,747,1740.03,77.47,1817.5
452-3159078,2023-08-26,PROGRESSIVE,719146,0,71.63,71.63,0,71.63
452-3159075,2023-08-26,Cash Job,,0,60,60,0,60
452-3137124,2023-08-26,Cash Job,,314.93,209.51,524.44,24.56,549
1091-3163249,2023-08-28,AUTO GLASS 2020 LLC,405111,0,800,800,0,800
1091-3163243,2023-08-28,AUTO GLASS 2020 LLC,535717,0,800,800,0,800
1091-3163077,2023-08-28,AUTO GLASS 2020 LLC,670530,0,800,800,0,800
1091-3162321,2023-08-28,AUTO GLASS 2020 LLC,506931,0,800,800,0,800
1091-3161042,2023-08-28,AUTO GLASS 2020 LLC,533094,0,800,800,0,800
1091-3160860,2023-08-28,AUTO GLASS 2020 LLC,375546,0,800,800,0,800
1091-3160512,2023-08-28,AUTO GLASS 2020 LLC,771781,0,800,800,0,800
452-3159003,2023-08-28,GEICO,708763,0,60,60,0,60
452-3157723,2023-08-28,GEICO,644976,354.93,436,790.93,27.68,818.61
452-3157604,2023-08-28,PROGRESSIVE,643147,297.53,92.79,390.32,23.2,413.52
452-3157352,2023-08-28,ALLSTATE,623072,711.21,457.5,1168.71,55.48,1224.19
452-3156829,2023-08-28,COMMERICIAL LIBERTY MUTUAL,696090,486.63,115.5,602.13,37.96,640.09
452-3156826,2023-08-28,COMMERICIAL LIBERTY MUTUAL,696365,486.63,115.5,602.13,37.96,640.09
452-3156807,2023-08-28,Main Street America,696778,177.9,92.5,270.4,13.88,284.28
452-3156493,2023-08-28,STATE FARM,620142480,365.93,486.4,852.33,28.54,880.87
452-3156490,2023-08-28,STATEFARM,620142901,357.3,142.6,499.9,27.87,527.77
452-3156482,2023-08-28,Cash Job,,253.59,116.63,370.22,19.78,390
452-3156470,2023-08-28,STATE FARM,620147148,544.23,527.8,1072.03,42.45,1114.48
452-3156462,2023-08-28,Electric,742134180,398.19,112,510.19,31.06,541.25
452-3156455,2023-08-28,Cash Job,,366.39,55.03,421.42,28.58,450
452-3156437,2023-08-28,STATE FARM,620107979,853.06,546.2,1399.26,66.54,1465.8
452-3156423,2023-08-28,PROGRESSIVE,678600,602.32,236.62,838.94,46.98,885.92
452-3156412,2023-08-28,STATE FARM,620091134,488.36,156.4,644.76,38.09,682.85
452-3156409,2023-08-28,Main Street America,680596,465.56,122.1,587.66,36.31,623.97
452-3156390,2023-08-28,USAA,648526,218.16,114.69,332.85,17.02,349.87
452-3156374,2023-08-28,STATEFARM,620082771,446.16,138,584.16,34.79,618.95
452-3156338,2023-08-28,Electric,764101708,264.54,136,400.54,20.63,421.17
452-3156337,2023-08-28,STATE FARM,620077557,516.64,426.8,943.44,40.3,983.74
452-3156297,2023-08-28,PROGRESSIVE,652909,572.57,204.6,777.17,44.66,821.83
452-3156279,2023-08-28,STATE FARM,620126620,387.8,165.6,553.4,30.24,583.64
452-3156243,2023-08-28,STATE FARM,620144645,301.03,105.8,406.83,23.47,430.3
452-3156229,2023-08-28,Cash Job,,218.43,114.53,332.96,17.04,350
452-3156190,2023-08-28,STATE FARM,620070064,902.99,573.8,1476.79,70.44,1547.23
452-3156117,2023-08-28,PROGRESSIVE,648828,679.94,369.93,1049.87,53.03,1102.9
452-3156107,2023-08-28,PROGRESSIVE,644353,383.64,223.2,606.84,29.92,636.76
452-3156090,2023-08-28,NATIONWIDE PRIVATE,669378,418.27,110.19,528.46,32.63,561.09
452-3156068,2023-08-28,AMICA,646895,382.45,195.5,577.95,29.83,607.78
452-3154750,2023-08-28,USAA,640953,458.12,132,590.12,35.74,625.86
452-3154513,2023-08-28,GEICO,655108,1163.76,140,1303.76,90.78,1394.54
452-3154421,2023-08-28,USAA,537567,513.97,168,681.97,40.09,722.06
452-3154392,2023-08-28,USAA,533094,416.34,924,1340.34,32.48,1372.82
452-3154206,2023-08-28,USAA,642763,300.24,160,460.24,23.42,483.66
452-3153955,2023-08-28,AMERICAN FAMILY,581221,515.6,122.1,637.7,40.22,677.92
452-3153927,2023-08-28,GEICO,601991,486.32,444,930.32,37.93,968.25
452-3153904,2023-08-28,USAA,646417,469.2,140,609.2,36.6,645.8
452-3153884,2023-08-28,AMERICAN FAMILY,585292,360.98,148,508.98,28.16,537.14
452-3153822,2023-08-28,AAA,670530,559.19,751,1310.19,43.62,1353.81
452-3153651,2023-08-28,STATE FARM,620082283,438.64,481.8,920.44,34.21,954.65
452-3153641,2023-08-28,STATEFARM,620080949,378.12,138,516.12,29.49,545.61
452-3153456,2023-08-28,GEICO,585678,357.72,96,453.72,27.9,481.62
452-3153446,2023-08-28,STILLWATER,620174609,714.46,454,1168.46,55.73,1224.19
452-3153090,2023-08-28,MeTLife,636260,275.04,170.43,445.47,21.45,466.92
452-3153051,2023-08-28,MeTLife,635941,292.62,104.4,397.02,22.82,419.84
452-3153016,2023-08-28,Cash Job,622501,130.52,198.3,328.82,10.18,339
452-3152999,2023-08-28,MeTLife,643850,310.62,134.85,445.47,24.23,469.7
452-3152243,2023-08-28,GEICO,632551,832.45,140,972.45,64.93,1037.38
452-3152242,2023-08-28,Common Wealth,CAZ 0061628,222.33,110.32,332.65,17.35,350
452-3151926,2023-08-28,Cash Job,,209.05,139.64,348.69,16.31,365
452-3151403,2023-08-28,USAA,479734,223.06,156,379.06,17.4,396.46
452-3151172,2023-08-28,USAA,479030,252.7,132,384.7,19.71,404.41
452-3151033,2023-08-28,STATE FARM,619863129,433.19,115,548.19,33.78,581.97
452-3150990,2023-08-28,LIBERTY MUTUAL,494147,354.67,134.37,489.04,27.66,516.7
452-3150930,2023-08-28,PROGRESSIVE,731289,649.64,424,1073.64,50.67,1124.31
452-3150347,2023-08-28,STATE FARM,620006900,429.1,184,613.1,33.47,646.57
452-3150260,2023-08-28,Cash Job,,312.35,313.28,625.63,24.37,650
452-3150188,2023-08-28,GEICO,626265,372.7,424,796.7,29.07,825.77
452-3149724,2023-08-28,USAA,606113,238.3,112,350.3,18.59,368.89
452-3148961,2023-08-28,ALLSTATE,609656,636.25,479,1115.25,49.63,1164.88
452-3148960,2023-08-28,HIROAD INSURANCE,619963859,433.19,115,548.19,33.78,581.97
452-3148586,2023-08-28,STATEFARM,620002395,496.5,133.4,629.9,38.72,668.62
452-3148492,2023-08-28,PROGRESSIVE,533683,848.15,756.21,1604.36,66.15,1670.51
452-3148428,2023-08-28,USAA,576471,427.89,924,1351.89,33.38,1385.27
452-3148415,2023-08-28,Infinity ,618202,801.63,1210,2011.63,62.52,2074.15
452-3148411,2023-08-28,Infinity ,618043,746.67,1140,1886.67,58.24,1944.91
452-3148212,2023-08-28,AMSHIELD,619954620,653.25,136,789.25,50.96,840.21
452-3148059,2023-08-28,STATEFARM,619974397,494.93,500.2,995.13,38.6,1033.73
452-3147893,2023-08-28,GEICO,617402,344.57,208,552.57,26.88,579.45
452-3147747,2023-08-28,STATE FARM,619979828,535.61,133.4,669.01,41.77,710.78
452-3147599,2023-08-28,Cash Job,,173.32,63.16,236.48,13.52,250
452-3147544,2023-08-28,Cash Job,,0,80,80,0,80
452-3147526,2023-08-28,PROGRESSIVE,607840,715.22,204.6,919.82,55.79,975.61
452-3147458,2023-08-28,PROGRESSIVE,607525,459.54,206.19,665.73,35.85,701.58
452-3147155,2023-08-28,STATEFARM,619964944,298.71,142.6,441.31,23.29,464.6
452-3146985,2023-08-28,STATE FARM,619918136,293.81,165.6,459.41,22.91,482.32
452-3146973,2023-08-28,GEICO,511322,480,156,636,37.44,673.44
452-3146768,2023-08-28,USAA,535717,496.37,960,1456.37,38.72,1495.09
452-3146752,2023-08-28,SAFECO,529415,555.45,161.03,716.48,43.33,759.81
452-3144617,2023-08-28,Cash Job,,198.32,61.21,259.53,15.47,275
452-3144520,2023-08-28,FARMERS,588509,240.82,100.76,341.58,18.78,360.36
452-3144477,2023-08-28,Common Wealth,CAZ-0061603,383.97,258.5,642.47,29.95,672.42
452-3144372,2023-08-28,USAA,506931,574.18,952,1526.18,44.79,1570.97
452-3144348,2023-08-28,GEICO,583419,470.47,395,865.47,36.7,902.17
452-3144337,2023-08-28,STATEFARM,619803770,1730.34,514.2,2244.54,134.97,2379.51
452-3144235,2023-08-28,STATE FARM,619675918,340.37,156.4,496.77,26.54,523.31
452-3144207,2023-08-28,TRAVELERS,475321,284.46,98.53,382.99,22.18,405.17
452-3144143,2023-08-28,ALLSTATE,477824,406.07,136.5,542.57,31.67,574.24
452-3143573,2023-08-28,USAA,501764,271.35,88,359.35,21.17,380.52
452-3141232,2023-08-28,PROGRESSIVE,537153,739.02,168.43,907.45,57.64,965.09
452-3140415,2023-08-28,Cash Job,,342.87,145.39,488.26,26.74,515
452-3140253,2023-08-28,TRAVELERS,527377,281.28,140.25,421.53,21.94,443.47
452-3139817,2023-08-28,GEICO,507235,1026.19,507,1533.19,80.05,1613.24
452-3138637,2023-08-28,Cash Job,,618.75,296.99,915.74,48.26,964
452-3138572,2023-08-28,PROGRESSIVE,510161,493.74,282,775.74,38.51,814.25
452-3136591,2023-08-28,Hartford,476253,1068.02,115.5,1183.52,83.31,1266.83
452-3136282,2023-08-28,GEICO,098974,332.43,395,727.43,25.93,753.36
452-3136190,2023-08-28,STATEFARM,619319275,271.64,149.6,421.24,21.18,442.42
452-3134386,2023-08-28,USAA,482149,183.75,216,399.75,14.33,414.08
452-3133383,2023-08-28,Cash Job,,1517.37,364.27,1881.64,118.36,2000
452-3129637,2023-08-28,USAA,405111,666.8,995.53,1662.33,52.01,1714.34
452-3124921,2023-08-28,LIBERTY MUTUAL,357184,904.47,190.28,1094.75,70.55,1165.3
452-3115821,2023-08-28,STATE FARM,619143851,1203.57,735,1938.57,93.88,2032.45
452-3112651,2023-08-28,AMICA,182831,1201.85,1300,2501.85,93.74,2595.59
452-3111877,2023-08-28,GEICO,182981,369.7,120,489.7,28.84,518.54
452-3111824,2023-08-28,GEICO,182323,465.33,168,633.33,36.3,669.63
452-3102949,2023-08-28,USAA,108522,1450.71,184,1634.71,113.16,1747.87
452-3102943,2023-08-28,PROGRESSIVE,165349,1070.71,1083.98,2154.69,83.52,2238.21
452-3100087,2023-08-28,Main Street America,917270,1310.71,620.2,1930.91,102.24,2033.15
452-3066415,2023-08-28,SAFECO,655230,1397.6,750,2147.6,109.01,2256.61
452-3062309,2023-08-28,TESLA,CL-1-99SELT-1,1572.28,1300,2872.28,122.64,2994.92
1091-3166005,2023-08-29,AUTO GLASS 2020 LLC,360956,0,800,800,0,800
1091-3165981,2023-08-29,AUTO GLASS 2020 LLC,576471,0,800,800,0,800
1091-3165960,2023-08-29,AUTO GLASS 2020 LLC,470922,0,800,800,0,800
1091-3165740,2023-08-29,AUTO GLASS 2020 LLC,669831,0,800,800,0,800
452-3159028,2023-08-29,GEICO,692595,408.54,428,836.54,31.86,868.4
452-3159014,2023-08-29,GEICO,636724,319.93,436,755.93,24.95,780.88
452-3158976,2023-08-29,PROGRESSIVE,718338,535.4,432,967.4,41.76,1009.16
452-3158961,2023-08-29,HORACE MANN ,718946,546.06,115.5,661.56,42.6,704.16
452-3158951,2023-08-29,PROGRESSIVE,717617,287.93,204.6,492.53,22.46,514.99
452-3158918,2023-08-29,STATE FARM,620235837,0,65,65,0,65
452-3158824,2023-08-29,GEICO,689303,330.45,124,454.45,25.77,480.22
452-3158336,2023-08-29,PROGRESSIVE,709725,677.03,202.98,880.01,52.81,932.82
452-3158332,2023-08-29,AAA,701878,570.49,908.5,1478.99,44.5,1523.49
452-3158329,2023-08-29,PROGRESSIVE,706343,843.36,84.45,927.81,65.78,993.59
452-3158308,2023-08-29,ALLSTATE,696249,275.17,394.5,669.67,21.46,691.13
452-3158300,2023-08-29,Cash Job,,155.58,112.28,267.86,12.14,280
452-3158275,2023-08-29,Cash Job,,194.2,52.65,246.85,15.15,262
452-3158265,2023-08-29,STATE FARM,620152230,645.57,440.6,1086.17,50.35,1136.52
452-3158050,2023-08-29,PROGRESSIVE,707179,447.48,236.63,684.11,34.9,719.01
452-3158028,2023-08-29,LIBERTY MUTUAL,696552,401.82,432,833.82,31.34,865.16
452-3157792,2023-08-29,STATEFARM,620136952,716.41,491,1207.41,55.88,1263.29
452-3157769,2023-08-29,STATEFARM,620116153,347.63,413,760.63,27.11,787.74
452-3157737,2023-08-29,USAA,667962,396.21,148,544.21,30.9,575.11
452-3157712,2023-08-29,PROGRESSIVE,652955,426.23,229.4,655.63,33.25,688.88
452-3157555,2023-08-29,ALLSTATE,643247,327.43,98,425.43,25.54,450.97
452-3157310,2023-08-29,LIBERTY MUTUAL,620149,329.19,124.49,453.68,25.68,479.36
452-3157301,2023-08-29,AMERICAN FAMILY,615930,227.35,125.8,353.15,17.73,370.88
452-3157290,2023-08-29,CONNECT BY AM FAM,190634,405,111,516,31.59,547.59
452-3157261,2023-08-29,PROGRESSIVE,028499,918.43,480,1398.43,71.64,1470.07
452-3156305,2023-08-29,USAA,669831,582.8,904,1486.8,45.46,1532.26
452-3154711,2023-08-29,GEICO,147296,1026.74,480,1506.74,80.08,1586.82
452-3154448,2023-08-29,ALLSTATE,670406,692.53,108.5,801.03,54.02,855.05
452-3153965,2023-08-29,GEICO,608334,626.79,124,750.79,48.89,799.68
452-3153834,2023-08-29,GEICO,997812,474.27,124,598.27,36.99,635.26
452-3153787,2023-08-29,FARMERS,966184,284.13,100.05,384.18,22.16,406.34
452-3153705,2023-08-29,LIBERTY MUTUAL,655509,541.52,586.86,1128.38,42.24,1170.62
452-3153686,2023-08-29,California Casualty,652840,890.44,433.5,1323.94,69.46,1393.4
452-3152989,2023-08-29,TRIPLE A,613613,405.24,192.5,597.74,31.61,629.35
452-3148639,2023-08-29,Hartford,455219,226.3,77,303.3,17.65,320.95
452-3147621,2023-08-29,AMERICAN FAMILY,593617,258.82,85.1,343.92,20.18,364.1
452-3146898,2023-08-29,PROGRESSIVE,603951,596.89,179.8,776.69,46.56,823.25
452-3145129,2023-08-29,PROGRESSIVE,594030,455.44,676.45,1131.89,35.52,1167.41
452-3144478,2023-08-29,STATEFARM,619900865,233.99,115,348.99,18.25,367.24
452-3141235,2023-08-29,ACUITY,520992,869.36,263.5,1132.86,67.81,1200.67
452-3140165,2023-08-29,MIDVALE,471473,741.99,399.9,1141.89,57.87,1199.76
452-3140159,2023-08-29,Cash Job,,232.15,287.82,519.97,18.11,538.08
452-3139788,2023-08-29,USAA,336017,764.72,172,936.72,59.64,996.36
452-3138758,2023-08-29,STATE FARM,619617926,466.99,151.8,618.79,36.43,655.22
452-3138620,2023-08-29,Hartford,417769,1574.47,371.5,1945.97,122.8,2068.77
452-3136709,2023-08-29,AUTO OWNERS ,470922,1219.77,924.99,2144.76,95.15,2239.91
452-3133735,2023-08-29,Cash Job,,516.03,256.72,772.75,40.25,813
452-3131125,2023-08-29,STATE FARM,619539178,686.85,197.8,884.65,53.57,938.22
452-3126776,2023-08-29,Legacy,224012,442.12,479.18,921.3,34.48,955.78
452-3126032,2023-08-29,AMERICAN FAMILY,372805,813.8,136.9,950.7,63.48,1014.18
452-2986187,2023-08-29,STATE FARM,615108601,327.52,171.6,499.12,25.55,524.67
452-2976803,2023-08-29,GEICO,718666,945.31,190,1135.31,73.73,1209.04
1091-3169707,2023-08-30,AUTO GLASS 2020 LLC,732909,0,800,800,0,800
1091-3169623,2023-08-30,AUTO GLASS 2020 LLC,465687,0,800,800,0,800
1091-3169542,2023-08-30,AUTO GLASS 2020 LLC,701878,0,800,800,0,800
1091-3169117,2023-08-30,AUTO GLASS 2020 LLC,921355,0,800,800,0,800
1091-3167625,2023-08-30,AUTO GLASS 2020 LLC,167148,0,800,800,0,800
452-3167082,2023-08-30,PROGRESSIVE,592783,524.59,448,972.59,40.92,1013.51
452-3166246,2023-08-30,PROGRESSIVE,791427,585.6,495,1080.6,45.68,1126.28
452-3162949,2023-08-30,STATE FARM,620242302,420.28,105.8,526.08,32.78,558.86
452-3162564,2023-08-30,GEICO,717435,518.75,432,950.75,40.46,991.21
452-3162067,2023-08-30,MeTLife,756109,586.92,200.1,787.02,45.78,832.8
452-3162021,2023-08-30,PROGRESSIVE,705744,570.63,124,694.63,44.51,739.14
452-3161530,2023-08-30,STATE FARM,620258411,320.92,110.4,431.32,25.03,456.35
452-3161483,2023-08-30,STATE FARM,620298529,551.84,514,1065.84,43.04,1108.88
452-3161364,2023-08-30,PROGRESSIVE,816999,412.01,428,840.01,32.13,872.14
452-3161188,2023-08-30,STATE FARM,620257067,487.31,133.4,620.71,38.01,658.72
452-3161139,2023-08-30,USAA,736581,491.4,168,659.4,38.33,697.73
452-3160989,2023-08-30,USAA,558962,0,60,60,0,60
452-3160808,2023-08-30,AMERICAN FAMILY,672563,447.43,111,558.43,34.9,593.33
452-3160669,2023-08-30,PROGRESSIVE,742955,379.37,104.78,484.15,29.59,513.74
452-3159512,2023-08-30,USAA,697318,418.04,116,534.04,32.61,566.65
452-3159511,2023-08-30,Cash Job,,220.88,71.89,292.77,17.23,310
452-3159158,2023-08-30,Cash Job,,164.65,62.51,227.16,12.84,240
452-3159157,2023-08-30,American National,620208414,933.48,132,1065.48,72.82,1138.3
452-3159153,2023-08-30,GEICO,703250,312.98,108,420.98,24.41,445.39
452-3159151,2023-08-30,State Auto ,695736,493.02,88.8,581.82,38.45,620.27
452-3159081,2023-08-30,PROGRESSIVE,696271,302.65,379.78,682.43,23.61,706.04
452-3159059,2023-08-30,Hartford,701623,260.95,115.5,376.45,20.35,396.8
452-3159047,2023-08-30,Cash Job,,308.35,67.6,375.95,24.05,400
452-3159044,2023-08-30,AMERICAN FAMILY,656247,381.82,125.8,507.62,29.78,537.4
452-3159037,2023-08-30,STATE FARM,620195126,444.46,174.8,619.26,34.66,653.92
452-3159024,2023-08-30,STATEFARM,620173106,408.71,119.6,528.31,31.88,560.19
452-3158194,2023-08-30,STATEFARM,620221062,541.92,248.4,790.32,42.26,832.58
452-3157761,2023-08-30,CONNECT BY AM FAM,665316,428.1,111,539.1,33.39,572.49
452-3156505,2023-08-30,TOGGLE,683913,584.31,121.8,706.11,45.57,751.68
452-3156449,2023-08-30,State Auto ,692390,235.63,103.6,339.23,18.37,357.6
452-3156425,2023-08-30,STATE FARM,620102616,347.63,413,760.63,27.11,787.74
452-3156259,2023-08-30,GEICO,671459,462.75,116,578.75,36.1,614.85
452-3156203,2023-08-30,CONNECT BY AM FAM,652373,554.67,136.9,691.57,43.26,734.83
452-3154303,2023-08-30,Cash Job,,231.47,80.48,311.95,18.05,330
452-3154236,2023-08-30,TRAVELERS,625829,339.52,128.62,468.14,26.48,494.62
452-3153810,2023-08-30,SAFECO,649586,305.78,116.28,422.06,23.85,445.91
452-3153243,2023-08-30,STATE FARM,620046627,674.29,472.6,1146.89,52.59,1199.48
452-3148673,2023-08-30,PROGRESSIVE,625784,1127.3,688.14,1815.44,87.94,1903.38
452-3148625,2023-08-30,ALLSTATE,573364,294.22,81.27,375.49,22.95,398.44
452-3148178,2023-08-30,PROGRESSIVE,616862,266.7,96,362.7,20.8,383.5
452-3146859,2023-08-30,BRANCH,491756,946.39,460,1406.39,73.82,1480.21
452-3146440,2023-08-30,Cash Job,,534.48,233.08,767.56,41.69,809.25
452-3145122,2023-08-30,LIBERTY MUTUAL,547256,847.45,472.06,1319.51,66.1,1385.61
452-3143449,2023-08-30,Farm bureau,576608,533.07,108.5,641.57,41.58,683.15
452-3141958,2023-08-30,ALLSTATE,521010,1972.56,464.58,2437.14,153.86,2591
452-3140346,2023-08-30,GEICO,481299,1323.06,224,1547.06,103.2,1650.26
452-3136666,2023-08-30,Mutual Of Enumclaw,509132,428.89,115.5,544.39,33.45,577.84
452-3122465,2023-08-30,TREXIS,,486.87,175,661.87,37.98,699.85
452-3119934,2023-08-30,STATE FARM,619153806,1441.85,735,2176.85,112.46,2289.31
452-3113213,2023-08-30,GEICO,066064,491.45,472,963.45,38.33,1001.78
452-3102945,2023-08-30,NATIONWIDE PRIVATE,167148,1611.22,976.3,2587.52,125.68,2713.2
452-3086713,2023-08-30,Selective Insurance,921355,1637.87,991.17,2629.04,127.75,2756.79
452-3013540,2023-08-30,Electric,742133119,540.33,390,930.33,42.15,972.48
1091-3172683,2023-08-31,AUTO GLASS 2020 LLC,654404,0,800,800,0,800
1091-3172498,2023-08-31,AUTO GLASS 2020 LLC,681770,0,800,800,0,800
1091-3172292,2023-08-31,AUTO GLASS 2020 LLC,350942,0,800,800,0,800
1091-3171656,2023-08-31,AUTO GLASS 2020 LLC,168173,0,800,800,0,800
1091-3171252,2023-08-31,AUTO GLASS 2020 LLC,767364,0,800,800,0,800
452-3168146,2023-08-31,PROGRESSIVE,811342,556.4,1124.62,1681.02,43.4,1724.42
452-3168019,2023-08-31,GEICO,778917,373.54,428,801.54,29.13,830.67
452-3167883,2023-08-31,Common Wealth,caz-0061771,534.47,272.5,806.97,41.7,848.67
452-3167866,2023-08-31,GEICO,676593,440.31,444,884.31,34.34,918.65
452-3166218,2023-08-31,STATE FARM,620418729,665.55,124.2,789.75,51.91,841.66
452-3165195,2023-08-31,USAA,681770,636.98,940,1576.98,49.69,1626.67
452-3164872,2023-08-31,PROGRESSIVE,781190,278.76,112,390.76,21.74,412.5
452-3164865,2023-08-31,Cash Job,,0,80,80,0,80
452-3164829,2023-08-31,GEICO,710883,321.87,136,457.87,25.11,482.98
452-3164754,2023-08-31,Cash Job,,229.74,81.34,311.08,17.92,329
452-3164664,2023-08-31,PROGRESSIVE,767273,348.29,379,727.29,27.17,754.46
452-3163924,2023-08-31,AAA,767364,568.03,905,1473.03,44.3,1517.33
452-3162978,2023-08-31,STATE FARM,620356480,413.64,128.8,542.44,32.26,574.7
